symbol,side,type,quantity,limit_price
BTCUSDT,SELL,MARKET,8.92,0
SOLUSDT,SELL,MARKET,19.83,0
AVAXUSDT,SELL,MARKET,5.12,0
BTCUSDT,BUY,MARKET,19.87,0
ADAUSDT,SELL,MARKET,8.12,0
AVAXUSDT,BUY,MARKET,6.16,0
ADAUSDT,BUY,MARKET,0.97,0
AVAXUSDT,SELL,MARKET,15.67,0
XRPUSDT,BUY,MARKET,19.07,0
DOGEUSDT,SELL,MARKET,11.34,0
AVAXUSDT,SELL,MARKET,11.68,0
AVAXUSDT,SELL,MARKET,19.45,0
DOTUSDT,BUY,MARKET,2.69,0
BNBUSDT,BUY,MARKET,2.58,0
ADAUSDT,BUY,MARKET,0.61,0
ETHUSDT,SELL,MARKET,4.92,0
ETHUSDT,SELL,MARKET,11.73,0
DOGEUSDT,BUY,MARKET,18.43,0
AVAXUSDT,BUY,MARKET,2.94,0
BNBUSDT,SELL,MARKET,8.74,0
BTCUSDT,SELL,MARKET,16.18,0
AVAXUSDT,SELL,MARKET,14.97,0
MATICUSDT,SELL,MARKET,10.81,0
SOLUSDT,BUY,MARKET,8.27,0
BTCUSDT,SELL,MARKET,6.61,0
AVAXUSDT,BUY,MARKET,18.36,0
XRPUSDT,SELL,MARKET,18.66,0
XRPUSDT,SELL,MARKET,3.17,0
BTCUSDT,BUY,MARKET,5.68,0
XRPUSDT,BUY,MARKET,3.02,0
SOLUSDT,SELL,MARKET,4.07,0
BNBUSDT,SELL,MARKET,6.76,0
ETHUSDT,BUY,MARKET,13.09,0
DOGEUSDT,SELL,MARKET,13.65,0
ADAUSDT,SELL,MARKET,9.21,0
DOTUSDT,SELL,MARKET,7.24,0
BTCUSDT,SELL,MARKET,6.26,0
AVAXUSDT,SELL,MARKET,19.89,0
BTCUSDT,BUY,MARKET,13.38,0
DOGEUSDT,BUY,MARKET,3.86,0
DOTUSDT,SELL,MARKET,12.07,0
BTCUSDT,SELL,MARKET,19.39,0
SOLUSDT,BUY,MARKET,12.97,0
AVAXUSDT,SELL,MARKET,15.65,0
MATICUSDT,SELL,MARKET,15.63,0
DOGEUSDT,SELL,MARKET,0.39,0
DOTUSDT,SELL,MARKET,11.63,0
AVAXUSDT,SELL,MARKET,6.5,0
SOLUSDT,SELL,MARKET,16.58,0
ADAUSDT,SELL,MARKET,10.46,0
DOGEUSDT,SELL,MARKET,19.5,0
AVAXUSDT,SELL,MARKET,7.57,0
AVAXUSDT,SELL,MARKET,7.65,0
ADAUSDT,SELL,MARKET,13.6,0
AVAXUSDT,BUY,MARKET,6.94,0
AVAXUSDT,BUY,MARKET,18.95,0
DOTUSDT,SELL,MARKET,14.6,0
ETHUSDT,SELL,MARKET,5.17,0
BTCUSDT,BUY,MARKET,8.6,0
ETHUSDT,BUY,MARKET,19.97,0
ADAUSDT,BUY,MARKET,0.31,0
SOLUSDT,BUY,MARKET,10.12,0
ETHUSDT,BUY,MARKET,19.06,0
MATICUSDT,BUY,MARKET,13.01,0
DOTUSDT,BUY,MARKET,11.74,0
MATICUSDT,BUY,MARKET,19.62,0
ETHUSDT,SELL,MARKET,10.43,0
ETHUSDT,BUY,MARKET,19.26,0
SOLUSDT,BUY,MARKET,10.43,0
XRPUSDT,BUY,MARKET,12.22,0
ADAUSDT,BUY,MARKET,8.63,0
AVAXUSDT,BUY,MARKET,10.2,0
ADAUSDT,BUY,MARKET,12.39,0
ADAUSDT,SELL,MARKET,8.56,0
ADAUSDT,BUY,MARKET,7.95,0
DOGEUSDT,SELL,MARKET,1.44,0
DOTUSDT,SELL,MARKET,19.46,0
SOLUSDT,SELL,MARKET,17.59,0
ETHUSDT,SELL,MARKET,11.79,0
SOLUSDT,SELL,MARKET,6.98,0
BNBUSDT,BUY,MARKET,9.75,0
BNBUSDT,SELL,MARKET,6.72,0
BNBUSDT,SELL,MARKET,15.49,0
BNBUSDT,BUY,MARKET,6.78,0
ADAUSDT,BUY,MARKET,7.45,0
BTCUSDT,SELL,MARKET,12.17,0
SOLUSDT,SELL,MARKET,10.68,0
MATICUSDT,BUY,MARKET,12.95,0
ETHUSDT,SELL,MARKET,16.51,0
ADAUSDT,SELL,MARKET,7.97,0
ETHUSDT,SELL,MARKET,12.12,0
DOTUSDT,BUY,MARKET,8.35,0
BNBUSDT,BUY,MARKET,15.24,0
AVAXUSDT,BUY,MARKET,2.92,0
DOGEUSDT,SELL,MARKET,7.13,0
BNBUSDT,SELL,MARKET,1.81,0
ETHUSDT,SELL,MARKET,4.83,0
MATICUSDT,BUY,MARKET,7.31,0
SOLUSDT,SELL,MARKET,0.57,0
DOTUSDT,BUY,MARKET,6.07,0
DOTUSDT,SELL,MARKET,7.87,0
DOGEUSDT,BUY,MARKET,18.71,0
SOLUSDT,SELL,MARKET,11.8,0
XRPUSDT,BUY,MARKET,0.7,0
DOTUSDT,SELL,MARKET,18.39,0
SOLUSDT,SELL,MARKET,7.7,0
DOTUSDT,BUY,MARKET,15.13,0
BNBUSDT,BUY,MARKET,7.89,0
DOGEUSDT,SELL,MARKET,7.41,0
DOTUSDT,SELL,MARKET,5.81,0
DOGEUSDT,SELL,MARKET,17.38,0
ETHUSDT,SELL,MARKET,6.15,0
BTCUSDT,BUY,MARKET,5.76,0
BTCUSDT,BUY,MARKET,18.71,0
ADAUSDT,SELL,MARKET,9.42,0
DOTUSDT,BUY,MARKET,8.57,0
AVAXUSDT,BUY,MARKET,19.3,0
MATICUSDT,SELL,MARKET,2.21,0
ETHUSDT,SELL,MARKET,8.58,0
AVAXUSDT,SELL,MARKET,9.26,0
XRPUSDT,BUY,MARKET,4.64,0
DOGEUSDT,BUY,MARKET,16.22,0
XRPUSDT,SELL,MARKET,7.9,0
SOLUSDT,SELL,MARKET,5.41,0
ETHUSDT,BUY,MARKET,8.67,0
BTCUSDT,BUY,MARKET,13.29,0
XRPUSDT,SELL,MARKET,12.8,0
AVAXUSDT,BUY,MARKET,8.03,0
MATICUSDT,SELL,MARKET,16.2,0
MATICUSDT,BUY,MARKET,3.05,0
SOLUSDT,BUY,MARKET,15.02,0
DOTUSDT,BUY,MARKET,10.69,0
MATICUSDT,SELL,MARKET,15.57,0
SOLUSDT,SELL,MARKET,15.9,0
DOGEUSDT,SELL,MARKET,10.38,0
ETHUSDT,BUY,MARKET,0.34,0
ETHUSDT,BUY,MARKET,19.16,0
DOTUSDT,SELL,MARKET,15.09,0
BNBUSDT,SELL,MARKET,9.91,0
AVAXUSDT,BUY,MARKET,6.14,0
XRPUSDT,SELL,MARKET,3.12,0
MATICUSDT,BUY,MARKET,15.99,0
ADAUSDT,BUY,MARKET,11.71,0
MATICUSDT,BUY,MARKET,9.58,0
BTCUSDT,BUY,MARKET,16.3,0
DOTUSDT,BUY,MARKET,14.06,0
SOLUSDT,SELL,MARKET,18.26,0
DOGEUSDT,BUY,MARKET,1.85,0
BNBUSDT,BUY,MARKET,19.25,0
BTCUSDT,BUY,MARKET,8.95,0
ADAUSDT,SELL,MARKET,7.46,0
BTCUSDT,BUY,MARKET,8.42,0
AVAXUSDT,SELL,MARKET,7.41,0
DOTUSDT,BUY,MARKET,2.39,0
ETHUSDT,BUY,MARKET,1.53,0
MATICUSDT,SELL,MARKET,6.11,0
ETHUSDT,SELL,MARKET,1.85,0
BTCUSDT,BUY,MARKET,5.38,0
AVAXUSDT,SELL,MARKET,6.88,0
AVAXUSDT,BUY,MARKET,13.4,0
DOGEUSDT,BUY,MARKET,10.26,0
DOGEUSDT,BUY,MARKET,18.36,0
DOGEUSDT,BUY,MARKET,8.62,0
MATICUSDT,BUY,MARKET,0.45,0
ETHUSDT,SELL,MARKET,16.41,0
BTCUSDT,BUY,MARKET,16.78,0
BTCUSDT,SELL,MARKET,6.5,0
AVAXUSDT,SELL,MARKET,17.24,0
ADAUSDT,BUY,MARKET,18.06,0
BNBUSDT,BUY,MARKET,2.67,0
ADAUSDT,SELL,MARKET,12.41,0
BTCUSDT,SELL,MARKET,14.51,0
ETHUSDT,SELL,MARKET,4.93,0
XRPUSDT,SELL,MARKET,0.33,0
BTCUSDT,SELL,MARKET,10.99,0
ETHUSDT,SELL,MARKET,8.55,0
DOTUSDT,SELL,MARKET,1.67,0
AVAXUSDT,BUY,MARKET,6.79,0
XRPUSDT,BUY,MARKET,3.47,0
BNBUSDT,SELL,MARKET,19.2,0
DOGEUSDT,BUY,MARKET,11.0,0
ADAUSDT,SELL,MARKET,17.15,0
BTCUSDT,SELL,MARKET,9.13,0
XRPUSDT,SELL,MARKET,19.04,0
DOGEUSDT,BUY,MARKET,9.0,0
ADAUSDT,SELL,MARKET,18.51,0
MATICUSDT,BUY,MARKET,1.42,0
AVAXUSDT,SELL,MARKET,16.39,0
DOGEUSDT,BUY,MARKET,0.93,0
BNBUSDT,SELL,MARKET,16.1,0
DOTUSDT,BUY,MARKET,18.9,0
ETHUSDT,SELL,MARKET,7.13,0
BNBUSDT,SELL,MARKET,15.04,0
MATICUSDT,BUY,MARKET,5.4,0
SOLUSDT,SELL,MARKET,18.74,0
SOLUSDT,BUY,MARKET,6.84,0
DOGEUSDT,BUY,MARKET,10.45,0
SOLUSDT,BUY,MARKET,13.64,0
BTCUSDT,BUY,MARKET,17.64,0
ADAUSDT,SELL,MARKET,7.56,0
DOGEUSDT,SELL,MARKET,0.55,0
MATICUSDT,SELL,MARKET,14.54,0
BTCUSDT,SELL,MARKET,14.09,0
ETHUSDT,BUY,MARKET,8.86,0
MATICUSDT,BUY,MARKET,9.5,0
AVAXUSDT,SELL,MARKET,14.13,0
ADAUSDT,SELL,MARKET,4.74,0
BNBUSDT,BUY,MARKET,9.77,0
DOGEUSDT,SELL,MARKET,2.46,0
ETHUSDT,BUY,MARKET,11.94,0
AVAXUSDT,BUY,MARKET,14.36,0
SOLUSDT,SELL,MARKET,1.14,0
BNBUSDT,SELL,MARKET,0.74,0
XRPUSDT,SELL,MARKET,9.31,0
AVAXUSDT,BUY,MARKET,14.63,0
XRPUSDT,BUY,MARKET,1.67,0
BTCUSDT,BUY,MARKET,3.41,0
XRPUSDT,SELL,MARKET,14.73,0
BTCUSDT,BUY,MARKET,0.33,0
DOGEUSDT,BUY,MARKET,8.23,0
SOLUSDT,SELL,MARKET,5.8,0
XRPUSDT,BUY,MARKET,16.09,0
ADAUSDT,BUY,MARKET,7.95,0
BNBUSDT,SELL,MARKET,2.91,0
DOGEUSDT,SELL,MARKET,3.56,0
DOGEUSDT,BUY,MARKET,15.76,0
DOTUSDT,BUY,MARKET,10.09,0
BNBUSDT,BUY,MARKET,15.22,0
MATICUSDT,SELL,MARKET,3.99,0
SOLUSDT,SELL,MARKET,7.43,0
ETHUSDT,SELL,MARKET,17.57,0
DOGEUSDT,BUY,MARKET,3.24,0
DOGEUSDT,SELL,MARKET,19.54,0
SOLUSDT,BUY,MARKET,9.32,0
XRPUSDT,SELL,MARKET,11.87,0
SOLUSDT,BUY,MARKET,18.04,0
BTCUSDT,BUY,MARKET,8.72,0
MATICUSDT,SELL,MARKET,3.2,0
XRPUSDT,BUY,MARKET,0.42,0
SOLUSDT,BUY,MARKET,18.72,0
ADAUSDT,BUY,MARKET,19.0,0
XRPUSDT,BUY,MARKET,9.36,0
DOTUSDT,BUY,MARKET,11.48,0
ADAUSDT,SELL,MARKET,15.93,0
DOTUSDT,BUY,MARKET,17.98,0
XRPUSDT,BUY,MARKET,13.88,0
BTCUSDT,SELL,MARKET,11.63,0
AVAXUSDT,SELL,MARKET,15.27,0
BTCUSDT,BUY,MARKET,15.24,0
DOGEUSDT,SELL,MARKET,3.52,0
AVAXUSDT,BUY,MARKET,12.27,0
XRPUSDT,SELL,MARKET,14.03,0
SOLUSDT,BUY,MARKET,7.56,0
SOLUSDT,SELL,MARKET,4.89,0
SOLUSDT,BUY,MARKET,3.37,0
BNBUSDT,SELL,MARKET,5.16,0
MATICUSDT,BUY,MARKET,19.44,0
AVAXUSDT,BUY,MARKET,0.83,0
MATICUSDT,SELL,MARKET,15.66,0
XRPUSDT,BUY,MARKET,7.68,0
BTCUSDT,SELL,MARKET,6.53,0
XRPUSDT,BUY,MARKET,17.57,0
ETHUSDT,BUY,MARKET,11.92,0
MATICUSDT,SELL,MARKET,4.36,0
ETHUSDT,BUY,MARKET,8.3,0
BTCUSDT,BUY,MARKET,19.63,0
AVAXUSDT,BUY,MARKET,10.74,0
DOGEUSDT,BUY,MARKET,2.27,0
XRPUSDT,SELL,MARKET,6.73,0
DOTUSDT,SELL,MARKET,17.22,0
ETHUSDT,SELL,MARKET,18.51,0
BTCUSDT,SELL,MARKET,13.85,0
MATICUSDT,SELL,MARKET,19.06,0
SOLUSDT,SELL,MARKET,16.72,0
DOGEUSDT,SELL,MARKET,9.52,0
BTCUSDT,SELL,MARKET,9.5,0
XRPUSDT,BUY,MARKET,9.04,0
MATICUSDT,BUY,MARKET,2.92,0
ETHUSDT,SELL,MARKET,19.11,0
XRPUSDT,SELL,MARKET,1.01,0
SOLUSDT,BUY,MARKET,8.7,0
XRPUSDT,BUY,MARKET,5.69,0
XRPUSDT,BUY,MARKET,0.34,0
DOGEUSDT,SELL,MARKET,0.55,0
ETHUSDT,BUY,MARKET,14.85,0
XRPUSDT,BUY,MARKET,1.87,0
XRPUSDT,SELL,MARKET,18.54,0
BNBUSDT,SELL,MARKET,5.11,0
ETHUSDT,BUY,MARKET,9.8,0
DOGEUSDT,SELL,MARKET,2.72,0
DOGEUSDT,BUY,MARKET,18.09,0
DOTUSDT,BUY,MARKET,16.69,0
MATICUSDT,BUY,MARKET,6.38,0
DOGEUSDT,BUY,MARKET,6.26,0
DOTUSDT,SELL,MARKET,7.94,0
XRPUSDT,BUY,MARKET,18.31,0
SOLUSDT,SELL,MARKET,16.69,0
DOGEUSDT,SELL,MARKET,16.54,0
BTCUSDT,SELL,MARKET,19.78,0
BNBUSDT,SELL,MARKET,8.76,0
BTCUSDT,BUY,MARKET,13.79,0
XRPUSDT,BUY,MARKET,3.97,0
AVAXUSDT,BUY,MARKET,13.87,0
BTCUSDT,BUY,MARKET,13.87,0
ADAUSDT,SELL,MARKET,13.55,0
XRPUSDT,BUY,MARKET,19.61,0
DOGEUSDT,SELL,MARKET,2.33,0
ADAUSDT,SELL,MARKET,2.23,0
ETHUSDT,SELL,MARKET,8.25,0
AVAXUSDT,BUY,MARKET,12.71,0
ETHUSDT,SELL,MARKET,11.93,0
BNBUSDT,BUY,MARKET,4.18,0
ADAUSDT,SELL,MARKET,18.99,0
DOTUSDT,BUY,MARKET,17.9,0
AVAXUSDT,SELL,MARKET,1.71,0
BTCUSDT,SELL,MARKET,15.93,0
AVAXUSDT,SELL,MARKET,13.73,0
XRPUSDT,BUY,MARKET,13.52,0
ADAUSDT,SELL,MARKET,14.76,0
ADAUSDT,BUY,MARKET,6.98,0
MATICUSDT,SELL,MARKET,9.07,0
ETHUSDT,SELL,MARKET,1.7,0
DOGEUSDT,SELL,MARKET,15.0,0
MATICUSDT,BUY,MARKET,17.33,0
AVAXUSDT,BUY,MARKET,12.67,0
ADAUSDT,SELL,MARKET,0.97,0
BTCUSDT,BUY,MARKET,9.99,0
BTCUSDT,SELL,MARKET,12.88,0
ADAUSDT,BUY,MARKET,15.23,0
BNBUSDT,SELL,MARKET,15.24,0
MATICUSDT,BUY,MARKET,18.06,0
DOGEUSDT,BUY,MARKET,9.77,0
DOGEUSDT,BUY,MARKET,7.83,0
MATICUSDT,SELL,MARKET,12.56,0
SOLUSDT,SELL,MARKET,16.46,0
SOLUSDT,SELL,MARKET,15.98,0
BTCUSDT,BUY,MARKET,5.93,0
XRPUSDT,SELL,MARKET,3.02,0
BTCUSDT,BUY,MARKET,6.22,0
ETHUSDT,SELL,MARKET,0.86,0
ADAUSDT,SELL,MARKET,19.71,0
DOTUSDT,SELL,MARKET,2.23,0
BNBUSDT,SELL,MARKET,0.46,0
MATICUSDT,SELL,MARKET,2.07,0
MATICUSDT,BUY,MARKET,8.96,0
DOTUSDT,SELL,MARKET,8.53,0
DOGEUSDT,SELL,MARKET,4.08,0
AVAXUSDT,BUY,MARKET,14.56,0
DOTUSDT,BUY,MARKET,0.69,0
SOLUSDT,BUY,MARKET,7.2,0
XRPUSDT,BUY,MARKET,4.98,0
ADAUSDT,BUY,MARKET,1.82,0
XRPUSDT,SELL,MARKET,10.79,0
ETHUSDT,SELL,MARKET,8.36,0
XRPUSDT,BUY,MARKET,19.52,0
AVAXUSDT,BUY,MARKET,9.37,0
XRPUSDT,SELL,MARKET,19.94,0
DOGEUSDT,SELL,MARKET,17.7,0
SOLUSDT,SELL,MARKET,9.83,0
SOLUSDT,BUY,MARKET,8.09,0
DOGEUSDT,SELL,MARKET,18.97,0
AVAXUSDT,SELL,MARKET,15.22,0
DOTUSDT,SELL,MARKET,8.98,0
XRPUSDT,BUY,MARKET,1.83,0
BTCUSDT,BUY,MARKET,14.0,0
DOTUSDT,SELL,MARKET,19.68,0
ADAUSDT,SELL,MARKET,4.4,0
SOLUSDT,BUY,MARKET,7.49,0
BNBUSDT,SELL,MARKET,3.64,0
DOGEUSDT,BUY,MARKET,1.17,0
XRPUSDT,BUY,MARKET,11.06,0
BTCUSDT,SELL,MARKET,18.56,0
BNBUSDT,SELL,MARKET,9.58,0
DOTUSDT,BUY,MARKET,2.15,0
SOLUSDT,SELL,MARKET,11.05,0
AVAXUSDT,SELL,MARKET,9.48,0
AVAXUSDT,BUY,MARKET,7.09,0
DOGEUSDT,SELL,MARKET,9.71,0
SOLUSDT,BUY,MARKET,10.34,0
BTCUSDT,BUY,MARKET,16.2,0
BTCUSDT,BUY,MARKET,9.6,0
ETHUSDT,BUY,MARKET,14.79,0
DOTUSDT,SELL,MARKET,8.65,0
XRPUSDT,BUY,MARKET,1.04,0
DOGEUSDT,SELL,MARKET,16.13,0
ADAUSDT,SELL,MARKET,0.11,0
ADAUSDT,BUY,MARKET,14.43,0
SOLUSDT,SELL,MARKET,5.76,0
DOTUSDT,SELL,MARKET,1.54,0
AVAXUSDT,BUY,MARKET,3.29,0
ETHUSDT,SELL,MARKET,8.72,0
BNBUSDT,SELL,MARKET,16.57,0
AVAXUSDT,SELL,MARKET,8.83,0
XRPUSDT,SELL,MARKET,13.35,0
MATICUSDT,SELL,MARKET,1.93,0
DOTUSDT,BUY,MARKET,5.03,0
MATICUSDT,BUY,MARKET,7.2,0
XRPUSDT,SELL,MARKET,10.31,0
AVAXUSDT,SELL,MARKET,9.74,0
BNBUSDT,SELL,MARKET,13.6,0
BTCUSDT,SELL,MARKET,8.16,0
SOLUSDT,SELL,MARKET,17.07,0
BTCUSDT,SELL,MARKET,16.33,0
MATICUSDT,SELL,MARKET,3.96,0
BTCUSDT,SELL,MARKET,14.29,0
DOTUSDT,SELL,MARKET,14.54,0
SOLUSDT,SELL,MARKET,0.8,0
ETHUSDT,BUY,MARKET,14.61,0
BNBUSDT,BUY,MARKET,3.1,0
BNBUSDT,BUY,MARKET,12.46,0
BTCUSDT,SELL,MARKET,16.69,0
ADAUSDT,SELL,MARKET,9.45,0
DOTUSDT,SELL,MARKET,3.74,0
MATICUSDT,SELL,MARKET,7.36,0
AVAXUSDT,BUY,MARKET,10.07,0
SOLUSDT,BUY,MARKET,19.26,0
SOLUSDT,BUY,MARKET,3.4,0
DOTUSDT,SELL,MARKET,19.01,0
DOTUSDT,SELL,MARKET,5.49,0
ETHUSDT,BUY,MARKET,6.8,0
ETHUSDT,SELL,MARKET,15.54,0
AVAXUSDT,SELL,MARKET,15.32,0
AVAXUSDT,BUY,MARKET,18.77,0
BTCUSDT,BUY,MARKET,2.91,0
AVAXUSDT,SELL,MARKET,8.9,0
BNBUSDT,BUY,MARKET,9.03,0
ADAUSDT,BUY,MARKET,6.45,0
SOLUSDT,SELL,MARKET,1.27,0
SOLUSDT,SELL,MARKET,16.29,0
AVAXUSDT,BUY,MARKET,17.27,0
XRPUSDT,SELL,MARKET,1.01,0
DOGEUSDT,SELL,MARKET,17.87,0
MATICUSDT,SELL,MARKET,10.29,0
XRPUSDT,SELL,MARKET,17.33,0
XRPUSDT,SELL,MARKET,4.09,0
DOTUSDT,SELL,MARKET,5.78,0
XRPUSDT,BUY,MARKET,2.87,0
ADAUSDT,SELL,MARKET,4.46,0
XRPUSDT,BUY,MARKET,9.92,0
SOLUSDT,BUY,MARKET,16.5,0
ADAUSDT,BUY,MARKET,11.12,0
DOGEUSDT,BUY,MARKET,18.36,0
ETHUSDT,BUY,MARKET,14.63,0
SOLUSDT,SELL,MARKET,9.28,0
BTCUSDT,BUY,MARKET,2.83,0
DOTUSDT,SELL,MARKET,3.84,0
DOTUSDT,SELL,MARKET,17.83,0
BNBUSDT,SELL,MARKET,18.68,0
AVAXUSDT,SELL,MARKET,3.17,0
ADAUSDT,BUY,MARKET,14.3,0
XRPUSDT,SELL,MARKET,19.7,0
BNBUSDT,BUY,MARKET,17.13,0
BTCUSDT,BUY,MARKET,18.95,0
ADAUSDT,BUY,MARKET,16.01,0
SOLUSDT,BUY,MARKET,16.02,0
DOGEUSDT,BUY,MARKET,17.05,0
AVAXUSDT,SELL,MARKET,8.06,0
ADAUSDT,SELL,MARKET,3.37,0
XRPUSDT,SELL,MARKET,4.44,0
ADAUSDT,BUY,MARKET,10.68,0
ADAUSDT,SELL,MARKET,11.72,0
DOTUSDT,SELL,MARKET,4.62,0
DOTUSDT,BUY,MARKET,5.54,0
BTCUSDT,BUY,MARKET,7.6,0
SOLUSDT,BUY,MARKET,5.47,0
DOTUSDT,SELL,MARKET,7.2,0
DOGEUSDT,SELL,MARKET,5.56,0
MATICUSDT,BUY,MARKET,12.36,0
BTCUSDT,BUY,MARKET,19.0,0
DOTUSDT,BUY,MARKET,15.2,0
XRPUSDT,BUY,MARKET,11.06,0
BTCUSDT,SELL,MARKET,11.73,0
SOLUSDT,BUY,MARKET,17.15,0
DOGEUSDT,BUY,MARKET,4.33,0
XRPUSDT,BUY,MARKET,8.53,0
AVAXUSDT,BUY,MARKET,17.91,0
BNBUSDT,SELL,MARKET,14.43,0
XRPUSDT,BUY,MARKET,18.23,0
DOTUSDT,SELL,MARKET,16.87,0
ETHUSDT,SELL,MARKET,8.46,0
DOGEUSDT,BUY,MARKET,3.01,0
AVAXUSDT,SELL,MARKET,11.86,0
XRPUSDT,BUY,MARKET,19.38,0
MATICUSDT,SELL,MARKET,18.25,0
MATICUSDT,SELL,MARKET,8.48,0
XRPUSDT,BUY,MARKET,2.58,0
AVAXUSDT,SELL,MARKET,13.45,0
ADAUSDT,SELL,MARKET,4.9,0
AVAXUSDT,SELL,MARKET,13.69,0
XRPUSDT,BUY,MARKET,17.45,0
ETHUSDT,BUY,MARKET,7.26,0
ETHUSDT,SELL,MARKET,1.04,0
SOLUSDT,BUY,MARKET,8.56,0
BNBUSDT,BUY,MARKET,9.71,0
SOLUSDT,BUY,MARKET,1.79,0
DOGEUSDT,SELL,MARKET,9.75,0
AVAXUSDT,SELL,MARKET,12.65,0
XRPUSDT,BUY,MARKET,14.1,0
BNBUSDT,BUY,MARKET,5.87,0
DOGEUSDT,SELL,MARKET,8.39,0
ADAUSDT,BUY,MARKET,10.06,0
MATICUSDT,BUY,MARKET,15.98,0
SOLUSDT,SELL,MARKET,9.93,0
ETHUSDT,SELL,MARKET,16.13,0
AVAXUSDT,SELL,MARKET,7.7,0
SOLUSDT,BUY,MARKET,6.54,0
SOLUSDT,SELL,MARKET,15.05,0
MATICUSDT,SELL,MARKET,10.67,0
AVAXUSDT,SELL,MARKET,12.18,0
ADAUSDT,BUY,MARKET,7.77,0
DOTUSDT,SELL,MARKET,5.54,0
AVAXUSDT,SELL,MARKET,13.28,0
DOGEUSDT,SELL,MARKET,13.77,0
ADAUSDT,SELL,MARKET,13.07,0
ADAUSDT,BUY,MARKET,5.32,0
ETHUSDT,BUY,MARKET,16.47,0
DOGEUSDT,SELL,MARKET,1.4,0
DOGEUSDT,SELL,MARKET,16.57,0
SOLUSDT,BUY,MARKET,5.42,0
XRPUSDT,SELL,MARKET,10.03,0
MATICUSDT,BUY,MARKET,17.85,0
BTCUSDT,SELL,MARKET,10.32,0
MATICUSDT,SELL,MARKET,0.67,0
ETHUSDT,SELL,MARKET,8.1,0
AVAXUSDT,SELL,MARKET,10.51,0
BNBUSDT,BUY,MARKET,18.05,0
ETHUSDT,BUY,MARKET,10.68,0
SOLUSDT,BUY,MARKET,6.19,0
MATICUSDT,SELL,MARKET,4.06,0
SOLUSDT,BUY,MARKET,18.96,0
ETHUSDT,BUY,MARKET,0.73,0
AVAXUSDT,BUY,MARKET,12.9,0
ETHUSDT,BUY,MARKET,15.02,0
DOTUSDT,BUY,MARKET,5.59,0
ETHUSDT,SELL,MARKET,15.76,0
ETHUSDT,SELL,MARKET,19.17,0
ADAUSDT,SELL,MARKET,18.8,0
BNBUSDT,BUY,MARKET,12.86,0
SOLUSDT,SELL,MARKET,17.12,0
BTCUSDT,BUY,MARKET,14.75,0
DOGEUSDT,SELL,MARKET,8.84,0
BTCUSDT,BUY,MARKET,14.4,0
SOLUSDT,BUY,MARKET,19.45,0
SOLUSDT,BUY,MARKET,4.1,0
ETHUSDT,SELL,MARKET,8.11,0
AVAXUSDT,BUY,MARKET,3.34,0
ETHUSDT,SELL,MARKET,0.5,0
DOGEUSDT,SELL,MARKET,17.52,0
BTCUSDT,SELL,MARKET,1.42,0
BTCUSDT,BUY,MARKET,5.4,0
BNBUSDT,BUY,MARKET,9.78,0
DOTUSDT,BUY,MARKET,14.42,0
ADAUSDT,SELL,MARKET,8.61,0
MATICUSDT,SELL,MARKET,7.85,0
DOTUSDT,BUY,MARKET,5.98,0
XRPUSDT,SELL,MARKET,7.78,0
BTCUSDT,BUY,MARKET,7.2,0
SOLUSDT,BUY,MARKET,12.46,0
SOLUSDT,BUY,MARKET,2.46,0
XRPUSDT,SELL,MARKET,11.65,0
AVAXUSDT,SELL,MARKET,2.65,0
BTCUSDT,BUY,MARKET,11.99,0
AVAXUSDT,SELL,MARKET,18.76,0
AVAXUSDT,BUY,MARKET,8.09,0
BNBUSDT,SELL,MARKET,0.16,0
DOTUSDT,SELL,MARKET,17.93,0
BNBUSDT,BUY,MARKET,13.36,0
ETHUSDT,BUY,MARKET,14.18,0
XRPUSDT,BUY,MARKET,6.64,0
MATICUSDT,SELL,MARKET,16.26,0
SOLUSDT,BUY,MARKET,10.46,0
XRPUSDT,BUY,MARKET,8.27,0
DOTUSDT,BUY,MARKET,10.11,0
ETHUSDT,BUY,MARKET,5.15,0
ETHUSDT,BUY,MARKET,3.93,0
ADAUSDT,BUY,MARKET,6.27,0
BTCUSDT,SELL,MARKET,19.92,0
DOGEUSDT,SELL,MARKET,15.05,0
DOTUSDT,BUY,MARKET,9.78,0
ADAUSDT,BUY,MARKET,3.54,0
SOLUSDT,BUY,MARKET,12.55,0
MATICUSDT,BUY,MARKET,13.73,0
ADAUSDT,BUY,MARKET,13.28,0
ETHUSDT,SELL,MARKET,0.63,0
AVAXUSDT,BUY,MARKET,19.71,0
MATICUSDT,SELL,MARKET,10.07,0
ADAUSDT,SELL,MARKET,5.33,0
MATICUSDT,BUY,MARKET,19.14,0
AVAXUSDT,SELL,MARKET,1.87,0
BNBUSDT,BUY,MARKET,0.85,0
MATICUSDT,SELL,MARKET,1.27,0
DOTUSDT,BUY,MARKET,18.28,0
XRPUSDT,BUY,MARKET,4.88,0
XRPUSDT,SELL,MARKET,9.93,0
ADAUSDT,BUY,MARKET,17.83,0
BNBUSDT,BUY,MARKET,3.41,0
DOGEUSDT,SELL,MARKET,8.18,0
BTCUSDT,BUY,MARKET,6.61,0
ETHUSDT,BUY,MARKET,8.32,0
DOGEUSDT,SELL,MARKET,15.3,0
DOGEUSDT,SELL,MARKET,16.44,0
DOGEUSDT,BUY,MARKET,10.81,0
